# BUSCO version is: 5.8.2 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2024-01-08, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2at3193	Missing
5at3193	Missing
23at3193	Missing
79at3193	Missing
241at3193	Missing
255at3193	Missing
364at3193	Missing
438at3193	Complete	contig_91_pilon	815374	803596	-	3305.2	1946	https://v10-1.orthodb.org/?query=438at3193	DnaJ domain
453at3193	Missing
469at3193	Missing
727at3193	Missing
827at3193	Missing
840at3193	Missing
938at3193	Complete	contig_33_pilon	1917112	1932205	+	1594.7	1331	https://v10-1.orthodb.org/?query=938at3193	Tetratricopeptide repeat-containing domain
1073at3193	Missing
1171at3193	Complete	contig_2_pilon	771654	755106	-	2162.4	1548	https://v10-1.orthodb.org/?query=1171at3193	Nucleoporin Nup186/Nup192/Nup205
1259at3193	Missing
1332at3193	Missing
1388at3193	Missing
1440at3193	Missing
1521at3193	Missing
1578at3193	Missing
1589at3193	Missing
1664at3193	Complete	contig_1_pilon	22746	9673	-	1895.7	1331	https://v10-1.orthodb.org/?query=1664at3193	Translocation and assembly module TamB
1816at3193	Missing
1822at3193	Missing
1914at3193	Missing
1916at3193	Missing
1998at3193	Missing
2028at3193	Missing
2050at3193	Missing
2203at3193	Missing
2325at3193	Missing
2329at3193	Missing
2653at3193	Missing
2661at3193	Missing
2694at3193	Missing
2770at3193	Missing
2834at3193	Missing
2844at3193	Missing
2884at3193	Missing
2921at3193	Fragmented	contig_33_pilon	1245417	1241767	-	666.5	527	https://v10-1.orthodb.org/?query=2921at3193	Pentatricopeptide repeat
2926at3193	Complete	contig_122_pilon	95793	105687	+	1494.9	1032	https://v10-1.orthodb.org/?query=2926at3193	TRAPP II complex, TRAPPC10
3052at3193	Missing
3082at3193	Missing
3272at3193	Missing
3288at3193	Missing
3322at3193	Missing
3441at3193	Missing
3493at3193	Missing
3595at3193	Missing
3662at3193	Missing
3704at3193	Missing
3755at3193	Missing
3935at3193	Missing
3941at3193	Missing
3942at3193	Missing
3971at3193	Missing
4051at3193	Missing
4115at3193	Missing
4251at3193	Missing
4343at3193	Missing
4349at3193	Missing
4482at3193	Missing
4483at3193	Missing
4547at3193	Missing
4582at3193	Missing
4678at3193	Complete	contig_47_pilon	1068836	1058554	-	1167.5	813	https://v10-1.orthodb.org/?query=4678at3193	WD40 repeat
4777at3193	Missing
4892at3193	Missing
5135at3193	Missing
5232at3193	Missing
5261at3193	Missing
5306at3193	Missing
5602at3193	Missing
5603at3193	Missing
5727at3193	Missing
5761at3193	Missing
5793at3193	Missing
5796at3193	Missing
5849at3193	Missing
5868at3193	Missing
5921at3193	Missing
6095at3193	Missing
6114at3193	Complete	contig_28_pilon	333199	341159	+	1229.2	826	https://v10-1.orthodb.org/?query=6114at3193	ATP-dependent RNA helicase Ski2, C-terminal
6319at3193	Missing
6412at3193	Missing
6430at3193	Missing
6485at3193	Missing
6707at3193	Missing
6756at3193	Missing
7170at3193	Duplicated	contig_2_pilon	654168	651117	-	1365.7	849	https://v10-1.orthodb.org/?query=7170at3193	Tetratricopeptide repeat
7170at3193	Duplicated	contig_21_pilon	512761	515812	+	1382.6	842	https://v10-1.orthodb.org/?query=7170at3193	Tetratricopeptide repeat
7277at3193	Missing
7476at3193	Missing
7510at3193	Missing
7511at3193	Missing
7542at3193	Missing
7552at3193	Missing
7852at3193	Missing
7936at3193	Missing
7942at3193	Missing
7975at3193	Missing
8030at3193	Missing
8229at3193	Missing
8339at3193	Complete	contig_33_pilon	605656	590231	-	1401.8	797	https://v10-1.orthodb.org/?query=8339at3193	Aminoacyl-tRNA synthetase, class Ia
8341at3193	Missing
8477at3193	Missing
8566at3193	Missing
8731at3193	Missing
8828at3193	Missing
8939at3193	Missing
8953at3193	Missing
9250at3193	Complete	contig_122_pilon	33030	40574	+	942.7	716	https://v10-1.orthodb.org/?query=9250at3193	Gamma-tubulin complex component
9385at3193	Missing
9443at3193	Missing
9466at3193	Missing
9508at3193	Missing
9727at3193	Missing
9734at3193	Missing
9962at3193	Complete	contig_47_pilon	618087	629250	+	679.0	712	https://v10-1.orthodb.org/?query=9962at3193	Helicase, C-terminal
10289at3193	Missing
10307at3193	Missing
10341at3193	Missing
10362at3193	Missing
10429at3193	Missing
10454at3193	Missing
10535at3193	Missing
10651at3193	Missing
10797at3193	Complete	contig_33_pilon	1577090	1590550	+	1130.5	754	https://v10-1.orthodb.org/?query=10797at3193	Alpha-1,6-glucosidases, pullulanase-type
10850at3193	Missing
10856at3193	Missing
11121at3193	Missing
11361at3193	Missing
11471at3193	Missing
11532at3193	Missing
11560at3193	Complete	contig_21_pilon	233759	227326	-	895.3	803	https://v10-1.orthodb.org/?query=11560at3193	Kinesin motor domain
11585at3193	Missing
11903at3193	Missing
12298at3193	Missing
12299at3193	Missing
12350at3193	Missing
12643at3193	Missing
12744at3193	Missing
12893at3193	Missing
12903at3193	Missing
12990at3193	Missing
13044at3193	Complete	contig_91_pilon	1874992	1862837	-	1087.0	679	https://v10-1.orthodb.org/?query=13044at3193	Chorismate-utilising enzyme, C-terminal
13120at3193	Missing
13163at3193	Missing
13313at3193	Missing
13359at3193	Missing
13414at3193	Missing
13438at3193	Missing
13495at3193	Missing
13740at3193	Missing
13964at3193	Missing
13979at3193	Missing
13985at3193	Missing
14027at3193	Missing
14087at3193	Missing
14127at3193	Missing
14136at3193	Missing
14163at3193	Missing
14585at3193	Missing
15047at3193	Missing
15187at3193	Missing
15195at3193	Missing
15224at3193	Missing
15229at3193	Missing
15289at3193	Missing
15318at3193	Missing
15405at3193	Missing
15419at3193	Complete	contig_122_pilon	430783	423410	-	888.9	593	https://v10-1.orthodb.org/?query=15419at3193	EGF-like, conserved site
15522at3193	Missing
15843at3193	Missing
15862at3193	Missing
15951at3193	Missing
16160at3193	Missing
16216at3193	Missing
16253at3193	Missing
16286at3193	Missing
16351at3193	Missing
16550at3193	Missing
16671at3193	Missing
16810at3193	Missing
16901at3193	Missing
16977at3193	Missing
16984at3193	Complete	contig_91_pilon	1225300	1212201	-	1028.7	650	https://v10-1.orthodb.org/?query=16984at3193	Six-hairpin glycosidase-like superfamily
17077at3193	Missing
17159at3193	Missing
17217at3193	Missing
17535at3193	Missing
17581at3193	Missing
17627at3193	Missing
17647at3193	Missing
17679at3193	Missing
18005at3193	Missing
18144at3193	Missing
18146at3193	Missing
18255at3193	Missing
18305at3193	Missing
18334at3193	Missing
18435at3193	Missing
18590at3193	Missing
18595at3193	Missing
18614at3193	Duplicated	contig_28_pilon	973800	989378	+	2219.5	1410	https://v10-1.orthodb.org/?query=18614at3193	SNF2-related, N-terminal domain
18614at3193	Duplicated	contig_28_pilon	1030889	1015330	-	2207.7	1410	https://v10-1.orthodb.org/?query=18614at3193	SNF2-related, N-terminal domain
18641at3193	Missing
18777at3193	Missing
18890at3193	Missing
18970at3193	Missing
19019at3193	Missing
19068at3193	Missing
19243at3193	Missing
19287at3193	Missing
19370at3193	Missing
19402at3193	Missing
19439at3193	Complete	contig_127_pilon	335045	327799	-	1231.1	718	https://v10-1.orthodb.org/?query=19439at3193	Formin-like protein
19475at3193	Missing
19641at3193	Missing
19696at3193	Missing
19846at3193	Missing
19854at3193	Missing
19858at3193	Missing
20132at3193	Missing
20290at3193	Missing
20475at3193	Missing
20489at3193	Missing
20942at3193	Complete	contig_28_pilon	466366	471439	+	773.9	521	https://v10-1.orthodb.org/?query=20942at3193	Carbohydrate binding module family 20
21033at3193	Missing
21064at3193	Missing
21074at3193	Missing
21096at3193	Missing
21627at3193	Missing
21634at3193	Missing
21793at3193	Missing
21795at3193	Missing
21873at3193	Missing
22385at3193	Missing
22441at3193	Missing
22695at3193	Complete	contig_21_pilon	273556	263921	-	588.1	456	https://v10-1.orthodb.org/?query=22695at3193	Protein of unknown function DUF3754
22723at3193	Missing
23032at3193	Missing
23064at3193	Missing
23203at3193	Missing
23420at3193	Missing
23529at3193	Missing
23608at3193	Missing
23743at3193	Missing
23795at3193	Missing
23870at3193	Missing
24102at3193	Missing
24280at3193	Missing
24314at3193	Missing
24580at3193	Missing
24602at3193	Missing
24748at3193	Missing
24820at3193	Missing
25025at3193	Missing
25035at3193	Missing
25169at3193	Missing
25353at3193	Missing
25450at3193	Missing
25535at3193	Missing
25543at3193	Missing
25549at3193	Missing
25602at3193	Missing
25760at3193	Missing
25883at3193	Fragmented	contig_33_pilon	1471620	1473615	+	696.3	413	https://v10-1.orthodb.org/?query=25883at3193	Pentatricopeptide repeat
26025at3193	Missing
26282at3193	Missing
26318at3193	Missing
26386at3193	Missing
26417at3193	Missing
26497at3193	Missing
26586at3193	Missing
26756at3193	Complete	contig_7_pilon	302100	293438	-	915.0	564	https://v10-1.orthodb.org/?query=26756at3193	Tetratricopeptide repeat
26776at3193	Missing
26794at3193	Missing
26815at3193	Missing
26824at3193	Missing
26847at3193	Missing
26860at3193	Complete	contig_91_pilon	1853458	1843826	-	722.6	499	https://v10-1.orthodb.org/?query=26860at3193	Beta-galactosidase
26980at3193	Missing
27037at3193	Missing
27315at3193	Missing
27435at3193	Missing
27492at3193	Missing
27663at3193	Missing
27702at3193	Missing
27725at3193	Missing
27810at3193	Missing
27877at3193	Missing
28014at3193	Missing
28151at3193	Missing
28171at3193	Missing
28384at3193	Missing
28608at3193	Missing
28757at3193	Fragmented	contig_91_pilon	1629046	1624990	-	701.4	433	https://v10-1.orthodb.org/?query=28757at3193	YjgF/YER057c/UK114 family
28825at3193	Missing
29036at3193	Missing
29083at3193	Missing
29166at3193	Missing
29931at3193	Missing
30065at3193	Missing
30083at3193	Missing
30808at3193	Missing
30814at3193	Complete	contig_47_pilon	997031	991189	-	628.3	549	https://v10-1.orthodb.org/?query=30814at3193	-alpha-acetyltransferase 35, NatC auxiliary subunit
30899at3193	Missing
30989at3193	Missing
31075at3193	Missing
31083at3193	Missing
31335at3193	Missing
31425at3193	Missing
31508at3193	Missing
31517at3193	Missing
31559at3193	Missing
31765at3193	Missing
32024at3193	Missing
32093at3193	Missing
32138at3193	Missing
32371at3193	Missing
32377at3193	Missing
32563at3193	Missing
32798at3193	Missing
32854at3193	Missing
32900at3193	Missing
33003at3193	Missing
33414at3193	Missing
33439at3193	Missing
33440at3193	Missing
33695at3193	Missing
34076at3193	Missing
34144at3193	Missing
34445at3193	Missing
34701at3193	Missing
34990at3193	Missing
35121at3193	Missing
35505at3193	Missing
35691at3193	Missing
36014at3193	Missing
36036at3193	Missing
36176at3193	Missing
36488at3193	Missing
36991at3193	Missing
37049at3193	Missing
37262at3193	Missing
37298at3193	Missing
37412at3193	Missing
37548at3193	Missing
37588at3193	Missing
37755at3193	Missing
37839at3193	Missing
38010at3193	Missing
38027at3193	Missing
38226at3193	Missing
38404at3193	Missing
38539at3193	Missing
38669at3193	Missing
38784at3193	Missing
38883at3193	Missing
39058at3193	Missing
39247at3193	Missing
39795at3193	Missing
39922at3193	Missing
40093at3193	Missing
40169at3193	Missing
40197at3193	Missing
40351at3193	Missing
40517at3193	Missing
40592at3193	Missing
40659at3193	Missing
40669at3193	Missing
40708at3193	Complete	contig_47_pilon	809480	819434	+	844.8	469	https://v10-1.orthodb.org/?query=40708at3193	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
40803at3193	Missing
40809at3193	Missing
41007at3193	Missing
41334at3193	Missing
41344at3193	Missing
41601at3193	Complete	contig_8_pilon	293213	295382	+	693.5	567	https://v10-1.orthodb.org/?query=41601at3193	Transglutaminase-like
41955at3193	Missing
42058at3193	Missing
42242at3193	Missing
42345at3193	Missing
42368at3193	Missing
42564at3193	Missing
42581at3193	Missing
42644at3193	Missing
42802at3193	Missing
42938at3193	Complete	contig_72_pilon	314377	323852	+	895.7	485	https://v10-1.orthodb.org/?query=42938at3193	Methylthiotransferase, N-terminal
43116at3193	Missing
43206at3193	Missing
43212at3193	Missing
43431at3193	Missing
43535at3193	Missing
43587at3193	Missing
43595at3193	Missing
44042at3193	Missing
44473at3193	Missing
44486at3193	Missing
44542at3193	Missing
44590at3193	Missing
44817at3193	Missing
44833at3193	Missing
45013at3193	Missing
45095at3193	Missing
45207at3193	Missing
45227at3193	Missing
45375at3193	Missing
45799at3193	Complete	contig_91_pilon	102843	98836	-	880.8	463	https://v10-1.orthodb.org/?query=45799at3193	Acetyl-coenzyme A carboxyltransferase, C-terminal
45818at3193	Duplicated	contig_91_pilon	2133450	2126691	-	605.7	492	https://v10-1.orthodb.org/?query=45818at3193	Leucine-rich repeat
45818at3193	Duplicated	contig_33_pilon	1362068	1357576	-	591.0	440	https://v10-1.orthodb.org/?query=45818at3193	Leucine-rich repeat
46068at3193	Missing
46074at3193	Complete	contig_33_pilon	1539715	1532340	-	603.6	458	https://v10-1.orthodb.org/?query=46074at3193	CTLH, C-terminal LisH motif
46145at3193	Missing
46242at3193	Missing
46320at3193	Missing
46404at3193	Missing
46642at3193	Missing
46855at3193	Missing
47066at3193	Missing
47174at3193	Complete	contig_33_pilon	2171663	2176922	+	453.0	376	https://v10-1.orthodb.org/?query=47174at3193	RAP domain
47240at3193	Missing
47310at3193	Missing
47493at3193	Missing
47494at3193	Missing
47507at3193	Missing
47597at3193	Missing
47650at3193	Missing
47754at3193	Missing
48106at3193	Missing
48428at3193	Missing
48502at3193	Missing
48546at3193	Missing
48588at3193	Missing
48921at3193	Missing
49273at3193	Missing
49334at3193	Missing
49491at3193	Missing
49704at3193	Missing
49808at3193	Duplicated	contig_47_pilon	135939	132853	-	390.6	423	https://v10-1.orthodb.org/?query=49808at3193	AMP-binding, conserved site
49808at3193	Duplicated	contig_47_pilon	650566	647192	-	383.3	423	https://v10-1.orthodb.org/?query=49808at3193	AMP-binding, conserved site
49937at3193	Missing
49953at3193	Missing
50631at3193	Missing
50679at3193	Missing
50762at3193	Missing
51046at3193	Missing
51155at3193	Missing
51348at3193	Missing
51536at3193	Missing
51562at3193	Missing
51745at3193	Missing
51750at3193	Missing
51868at3193	Missing
52194at3193	Missing
52234at3193	Missing
52464at3193	Missing
52497at3193	Missing
52743at3193	Missing
52804at3193	Missing
52837at3193	Complete	contig_33_pilon	1108069	1112333	+	666.2	433	https://v10-1.orthodb.org/?query=52837at3193	PUA domain
52839at3193	Missing
52897at3193	Missing
53003at3193	Missing
53100at3193	Missing
53517at3193	Missing
53741at3193	Missing
53767at3193	Missing
53773at3193	Missing
54177at3193	Complete	contig_132_pilon	2167	7267	+	886.7	522	https://v10-1.orthodb.org/?query=54177at3193	tRNA-dihydrouridine(47) synthase 
54535at3193	Missing
54563at3193	Missing
54569at3193	Missing
54696at3193	Missing
54799at3193	Missing
54811at3193	Missing
54858at3193	Missing
54907at3193	Missing
54931at3193	Missing
55141at3193	Missing
55426at3193	Complete	contig_33_pilon	972483	975594	+	678.9	627	https://v10-1.orthodb.org/?query=55426at3193	Sec23/Sec24, helical domain
55477at3193	Missing
55581at3193	Missing
55863at3193	Missing
56051at3193	Complete	contig_7_pilon	291298	289484	-	258.4	311	https://v10-1.orthodb.org/?query=56051at3193	C-type lectin-like
56205at3193	Missing
56251at3193	Missing
56324at3193	Missing
56328at3193	Missing
56338at3193	Missing
56560at3193	Missing
56606at3193	Missing
56690at3193	Missing
56819at3193	Complete	contig_122_pilon	608934	606220	-	330.4	441	https://v10-1.orthodb.org/?query=56819at3193	Succinate semialdehyde dehydrogenase
56881at3193	Missing
56979at3193	Missing
57149at3193	Missing
57296at3193	Missing
57372at3193	Complete	contig_122_pilon	1050324	1055089	+	453.9	417	https://v10-1.orthodb.org/?query=57372at3193	Forkhead-associated (FHA) domain
57821at3193	Complete	contig_33_pilon	737807	733425	-	600.6	349	https://v10-1.orthodb.org/?query=57821at3193	Kelch repeat type 1
57933at3193	Fragmented	contig_21_pilon	335045	337443	+	191.3	277	https://v10-1.orthodb.org/?query=57933at3193	RimM, N-terminal
57984at3193	Missing
58192at3193	Missing
58217at3193	Missing
58430at3193	Missing
58451at3193	Missing
58480at3193	Missing
58847at3193	Missing
59153at3193	Missing
59251at3193	Missing
59331at3193	Missing
59418at3193	Missing
59555at3193	Missing
59621at3193	Missing
59659at3193	Missing
59885at3193	Missing
60079at3193	Missing
60224at3193	Missing
60384at3193	Missing
60445at3193	Missing
60563at3193	Missing
60794at3193	Missing
60903at3193	Missing
61155at3193	Missing
61358at3193	Missing
61517at3193	Missing
61714at3193	Missing
61850at3193	Missing
61944at3193	Missing
62081at3193	Missing
62306at3193	Missing
62651at3193	Missing
62699at3193	Missing
62741at3193	Missing
62778at3193	Missing
63082at3193	Missing
63156at3193	Missing
63167at3193	Missing
63302at3193	Missing
63493at3193	Missing
63577at3193	Missing
63615at3193	Missing
63780at3193	Complete	contig_60_pilon	101493	98694	-	745.9	450	https://v10-1.orthodb.org/?query=63780at3193	Protein kinase domain
63805at3193	Missing
63808at3193	Missing
64104at3193	Missing
64471at3193	Missing
64632at3193	Missing
64817at3193	Missing
64833at3193	Missing
64856at3193	Missing
64974at3193	Missing
65268at3193	Missing
65741at3193	Missing
66247at3193	Missing
66400at3193	Missing
66547at3193	Missing
67201at3193	Missing
67266at3193	Missing
67313at3193	Missing
67480at3193	Missing
67617at3193	Missing
67674at3193	Missing
67893at3193	Missing
67959at3193	Complete	contig_33_pilon	2723506	2729111	+	561.8	456	https://v10-1.orthodb.org/?query=67959at3193	Cytochrome B561-related
68087at3193	Missing
68203at3193	Missing
68266at3193	Missing
68623at3193	Missing
68670at3193	Missing
68859at3193	Missing
68939at3193	Missing
68974at3193	Missing
69003at3193	Missing
69167at3193	Missing
